offline_mode,0,0.0
offline_mode,1,0.0
offline_mode,2,0.0
offline_mode,3,0.0
offline_mode,4,0.0
offline_mode,5,0.0
offline_mode,6,0.0
offline_mode,7,0.0
offline_mode,8,0.0
offline_mode,9,0.0
offline_mode,10,0.0
offline_mode,11,0.0
offline_mode,12,0.0
offline_mode,13,0.0
offline_mode,14,0.0
offline_mode,15,0.0
offline_mode,16,0.0
offline_mode,17,0.0
offline_mode,18,0.0
offline_mode,19,0.0
offline_mode,20,0.0
offline_mode,21,0.0
offline_mode,22,0.0
offline_mode,23,0.0
offline_mode,24,0.0
offline_mode,25,0.0
offline_mode,26,0.0
offline_mode,27,0.0
offline_mode,28,0.0
offline_mode,29,0.0
offline_mode,30,0.0
offline_mode,31,0.0
offline_mode,32,0.0
offline_mode,33,0.0
offline_mode,34,0.0
offline_mode,35,0.0
offline_mode,36,0.0
offline_mode,37,0.0
offline_mode,38,0.0
offline_mode,39,0.0
offline_mode,40,0.0
offline_mode,41,0.0
offline_mode,42,0.0
offline_mode,43,0.0
offline_mode,44,0.0
offline_mode,45,0.0
offline_mode,46,0.0
offline_mode,47,0.0
offline_mode,48,0.0
offline_mode,49,0.0
offline_mode,50,0.0
offline_mode,51,0.0
offline_mode,52,-0.0842105263158
offline_mode,53,-0.0842105263158
offline_mode,54,0.252631578947
offline_mode,55,-0.0842105263158
offline_mode,56,0.0842105263158
offline_mode,57,0.589473684211
offline_mode,58,0.589473684211
offline_mode,59,0.589473684211
offline_mode,60,0.589473684211
offline_mode,61,0.589473684211
offline_mode,62,0.421052631579
offline_mode,63,0.252631578947
offline_mode,64,0.0
offline_mode,65,0.0
offline_mode,66,-0.0842105263158
offline_mode,67,-0.252631578947
offline_mode,68,-0.252631578947
offline_mode,69,-0.0842105263158
offline_mode,70,0.0
offline_mode,71,-0.421052631579
offline_mode,72,0.0842105263158
offline_mode,73,0.252631578947
offline_mode,74,0.252631578947
offline_mode,75,0.0
offline_mode,76,0.0842105263158
offline_mode,77,0.252631578947
offline_mode,78,0.252631578947
offline_mode,79,0.421052631579
offline_mode,80,0.589473684211
offline_mode,81,0.421052631579
offline_mode,82,0.589473684211
offline_mode,83,0.421052631579
offline_mode,84,0.589473684211
offline_mode,85,0.421052631579
offline_mode,86,0.421052631579
offline_mode,87,0.589473684211
offline_mode,88,0.252631578947
offline_mode,89,0.252631578947
offline_mode,90,0.252631578947
offline_mode,91,0.757894736842
